eph_aglome,localidade,decil_NSE,poblacion,tasa_acceso,total_ha_accesibles,m2_accesibles_per_capita
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,3,5496,0.7354439592430859,4.467707028382889,8.129015699386624
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,4,18866,0.7040708152231527,13.52889192078663,7.171044164521695
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,5,6193,0.31357984821572743,1.9766496649454348,3.191748207565695
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,6,4128,0.6867732558139535,1.7691366973070195,4.285699363631346
Gran Tucumán - Tafi Viejo,Villa Mariano Moreno - El Colmenar,7,2837,0.4543531899894255,0.5617466689180932,1.9800728548399478
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,1,1446,1,1.1780848922905514,8.14719842524586
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,2,2730,0.4597069597069597,2.54452178672459,9.320592625364798
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,3,2474,0.5537590945836701,0.8395122883459553,3.393339888221323
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,4,4973,0.2933842750854615,0.516824087807443,1.0392601805900725
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,5,745,0,0,0
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,6,2931,0.6591606960081884,2.9413066758641975,10.03516436664687
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,7,5690,0.6797891036906855,6.346528303137037,11.15382830076808
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,8,13613,0.7393667817527364,55.0462005886304,40.436494959693235
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,9,10519,0.4781823367240232,13.631187200087705,12.958634090776409
Gran Tucumán - Tafi Viejo,Yerba Buena - Marcos Paz,10,10589,0.7230144489564643,17.9808429983048,16.98068089366777
Jujuy - Palpalá,Palpalá,1,10425,0.948968824940048,19.98183352743751,19.167226405215835
Jujuy - Palpalá,Palpalá,2,6508,0.7719729563614014,11.875963536083448,18.248253743213656
Jujuy - Palpalá,Palpalá,3,12563,0.9183316086921913,66.03336871607185,52.56178358359616
Jujuy - Palpalá,Palpalá,4,8873,1,64.07048617393109,72.20836940598568
Jujuy - Palpalá,Palpalá,5,3063,1,26.044129137798762,85.02817217694665
Jujuy - Palpalá,Palpalá,7,5997,1,60.557552297797045,100.97974370151249
Jujuy - Palpalá,Palpalá,8,999,1,14.644300727009878,146.58959686696573
Jujuy - Palpalá,Palpalá,9,1168,1,11.495624016735016,98.42143849944362
Jujuy - Palpalá,San Salvador de Jujuy,1,21758,0.6296075006894016,60.04005416507608,27.594472913446126
Jujuy - Palpalá,San Salvador de Jujuy,2,27329,0.8802737019283545,110.47213462160938,40.423043148892894
Jujuy - Palpalá,San Salvador de Jujuy,3,19309,0.8329794396395463,38.46972438221465,19.923209064278137
Jujuy - Palpalá,San Salvador de Jujuy,4,21174,0.948474544252385,60.658820795363035,28.647785394995292
Jujuy - Palpalá,San Salvador de Jujuy,5,23567,0.8216998345143633,85.69540599362313,36.36245851980444
Jujuy - Palpalá,San Salvador de Jujuy,6,32799,0.8439891460105491,123.668662235306,37.705009980580506
Jujuy - Palpalá,San Salvador de Jujuy,7,24186,0.8645083932853717,83.31539599323149,34.447778050620805
Jujuy - Palpalá,San Salvador de Jujuy,8,27633,0.9513263127420114,102.12249998012506,36.95671840919374
Jujuy - Palpalá,San Salvador de Jujuy,9,21191,0.8792411872964938,115.72451435325326,54.61021865568083
Jujuy - Palpalá,San Salvador de Jujuy,10,19258,0.6972686675667256,155.34453979173642,80.66493913788369
Jujuy - Palpalá,Yala,5,665,1,13.647105089967699,205.2196254130481
Jujuy - Palpalá,Yala,8,662,0,0,0
Jujuy - Palpalá,Yala,9,216,0,0,0
La Rioja,La Rioja,1,22769,0.6218981949141377,46.67006866418145,20.49719735789075
La Rioja,La Rioja,2,21933,0.6834450371586195,103.22865639479237,47.06545223854118
La Rioja,La Rioja,3,21470,0.8107126222636236,43.87535721076853,20.4356577600226
La Rioja,La Rioja,4,19629,0.43038361607825154,24.375850011866913,12.418284177424685
La Rioja,La Rioja,5,17557,0.7238138634163012,98.58385111863397,56.15073823468359
La Rioja,La Rioja,6,16824,0.6887184973846885,65.27526719678544,38.79889871420912
La Rioja,La Rioja,7,14739,1,114.33626143097182,77.5739612124105
La Rioja,La Rioja,8,16288,0.7151277013752456,116.61817305611685,71.59760133602458
La Rioja,La Rioja,9,14588,0.8169043049081437,89.35208730235625,61.250402592786024
La Rioja,La Rioja,10,12010,0.8715237302248127,304.5251493259626,253.55965805658835
Mar del Plata - Batán,Mar del Plata,1,85446,0.7875968447908621,556.3981616972582,65.1169348708258
Mar del Plata - Batán,Mar del Plata,2,84877,0.8314973432142984,1269.4474568127969,149.56318635352295
Mar del Plata - Batán,Mar del Plata,3,72952,0.920015900866323,1310.571889420223,179.6485208658053
Mar del Plata - Batán,Mar del Plata,4,67168,0.8878483801810386,1215.7778042384853,181.0055092065396
Mar del Plata - Batán,Mar del Plata,5,59622,0.7982456140350878,2577.2232187215145,432.26044391692903
Mar del Plata - Batán,Mar del Plata,6,48481,0.7973639157608136,2236.8822929928565,461.39359604646285
Mar del Plata - Batán,Mar del Plata,7,45011,0.8457488169558552,918.4122185473518,204.0417272549714
Mar del Plata - Batán,Mar del Plata,8,43250,0.8776647398843931,787.0420463232801,181.9750396123191
Mar del Plata - Batán,Mar del Plata,9,41532,0.8186217856110951,1171.1898846030483,281.9969865653107
Mar del Plata - Batán,Mar del Plata,10,44957,0.9141401783926864,1508.6924205353685,335.58565307635484
Neuquén - Plottier,Neuquén,1,23008,0.5250347705146036,20.929868527300936,9.096778741003536
Neuquén - Plottier,Neuquén,2,33009,0.6368566148626132,36.1993337223032,10.966504202582085
Neuquén - Plottier,Neuquén,3,27401,0.7016167293164483,57.92214425707788,21.138697221662667
Neuquén - Plottier,Neuquén,4,22117,0.8893611249265271,116.10307933608662,52.49494928610871
Neuquén - Plottier,Neuquén,5,21398,0.7963361061781475,119.46763466559895,55.831215377885286
Neuquén - Plottier,Neuquén,6,22455,0.8902694277443777,158.06469969180924,70.39176116313037
Neuquén - Plottier,Neuquén,7,21241,0.8847041099759898,175.7033894076429,82.71898187827452
Neuquén - Plottier,Neuquén,8,21971,0.7657821674024851,259.75456845482364,118.22610188649749
Neuquén - Plottier,Neuquén,9,16519,0.8610085356256432,216.90179032355738,131.30443145684205
Neuquén - Plottier,Neuquén,10,15732,0.8787185354691075,264.4590491804934,168.1026247015595
Neuquén - Plottier,Neuquén,NA,27,1,0.9175726606380428,339.8417261622381
Neuquén - Plottier,Plottier,1,2544,1,6.560685444442835,25.788857879099197
Neuquén - Plottier,Plottier,2,833,1,1.3849340978819877,16.62585951839121
Neuquén - Plottier,Plottier,3,2592,0.6886574074074074,3.8007578553352506,14.663417651756367
Neuquén - Plottier,Plottier,4,5614,0.5824723904524404,10.542218534523855,18.778444129896428
Neuquén - Plottier,Plottier,5,5737,0.8830399163325781,16.393528354428803,28.575088642894897
Neuquén - Plottier,Plottier,6,3757,0.72504657971786,7.208761220791331,19.1875465019732
Neuquén - Plottier,Plottier,7,4566,1,10.749425238728291,23.542324219729068
Neuquén - Plottier,Plottier,9,1162,0.7271944922547332,2.908680513956491,25.031673958317477
Partidos del GBA,Almirante Brown,1,54164,0.6813196957388672,77.43645701971887,14.296665131769972
Partidos del GBA,Almirante Brown,2,80593,0.7322968496023228,92.81526789566274,11.516542118504429
Partidos del GBA,Almirante Brown,3,94351,0.8138016555203442,198.29739971005284,21.016989720305332
Partidos del GBA,Almirante Brown,4,75509,0.7008568515011455,98.35564908345381,13.025685558470355
Partidos del GBA,Almirante Brown,5,74485,0.7013761159965094,176.36111272025772,23.677399841613443
Partidos del GBA,Almirante Brown,6,55887,0.7501565659276754,105.91382862345256,18.95142495096401
Partidos del GBA,Almirante Brown,7,42618,0.7196724388755925,131.18117252196782,30.780696541829233
Partidos del GBA,Almirante Brown,8,32514,0.6160730762133235,61.932978510929495,19.04809574673356
Partidos del GBA,Almirante Brown,9,23999,0.7538647443643485,93.40347909825762,38.91973794668846
Partidos del GBA,Almirante Brown,10,16949,0.8375715381438433,48.247818509433955,28.466469118788105
Partidos del GBA,Avellaneda,1,13422,0.7156161525853078,11.725937956668227,8.736356695476253
Partidos del GBA,Avellaneda,2,18606,0.38197355691712354,7.4148847638456905,3.985211632723686
Partidos del GBA,Avellaneda,3,26938,0.8322444130967407,67.92933015958803,25.216916682600058
Partidos del GBA,Avellaneda,4,27843,0.7836440038788923,63.28212766019078,22.7282001437312
Partidos del GBA,Avellaneda,5,34698,0.850077814283244,125.40566311173926,36.142043665842195
Partidos del GBA,Avellaneda,6,57613,0.7766997031919879,237.02071806624548,41.1401451176376
Partidos del GBA,Avellaneda,7,49936,0.9113665491829542,263.11251070727565,52.68994527140252
Partidos del GBA,Avellaneda,8,55961,0.9277889959078645,384.32272508187856,68.67688659635792
Partidos del GBA,Avellaneda,9,41129,0.9290524933745046,311.75068907244025,75.79826620448837
Partidos del GBA,Avellaneda,10,16531,1,158.53789389180184,95.90338992910402
Partidos del GBA,Berazategui,1,37322,0.4704731793580194,32.89713005015502,8.814407065579289
Partidos del GBA,Berazategui,2,43150,0.545909617612978,49.883061317726224,11.560385009901792
Partidos del GBA,Berazategui,3,43773,0.5372261439700272,70.51356592016252,16.10891780781818
Partidos del GBA,Berazategui,4,46512,0.5007309941520468,40.404059176887365,8.686803228604955
Partidos del GBA,Berazategui,5,55773,0.6481989493123913,85.22322968608331,15.280373959816275
Partidos del GBA,Berazategui,6,37207,0.4603166070900637,40.958896768396095,11.008384650306688
Partidos del GBA,Berazategui,7,21498,0.8299376686203368,41.603006525755305,19.3520357827497
Partidos del GBA,Berazategui,8,19428,0.458462013588635,29.42131326481182,15.143768408900462
Partidos del GBA,Berazategui,9,11459,0.6504930622218343,15.330475678917953,13.378545840752206
Partidos del GBA,Berazategui,10,8034,0.43303460293751556,5.880319646232552,7.319292564392025
Partidos del GBA,Escobar,1,22800,0.5708333333333333,22.34564718490314,9.800722449518922
Partidos del GBA,Escobar,2,19926,0.35330723677607145,6.259011335692217,3.1411278408572807
Partidos del GBA,Escobar,3,32406,0.5802320557921372,31.0890942159749,9.593622852550423
Partidos del GBA,Escobar,4,31071,0.4681857680795597,32.228262388546895,10.372457400324063
Partidos del GBA,Escobar,5,22687,0.5005950544364615,50.87660038465997,22.42544205256754
Partidos del GBA,Escobar,6,16527,0.6668481878138803,23.349664277786996,14.128192822524957
Partidos del GBA,Escobar,7,22078,0.5372769272579038,84.53217771011859,38.287968887634115
Partidos del GBA,Escobar,8,16842,0.6096663104144401,59.011602212157065,35.038357803204526
Partidos del GBA,Escobar,9,15975,0.5516118935837245,41.75592791458631,26.138296034169834
Partidos del GBA,Escobar,10,10762,0.06485783311652109,24.518804144544916,22.782757986010886
Partidos del GBA,Esteban Echeverría,1,41901,0.5827545881959858,44.665955290588926,10.659878115221337
Partidos del GBA,Esteban Echeverría,2,63056,0.7525215681299162,89.20763237554876,14.147366210281138
Partidos del GBA,Esteban Echeverría,3,50436,0.8424538028392418,67.11704615105819,13.307368972769092
Partidos del GBA,Esteban Echeverría,4,35807,0.8591895439439216,52.80392067040438,14.746815055828295
Partidos del GBA,Esteban Echeverría,5,22470,0.706675567423231,27.114284152815678,12.06688213298428
Partidos del GBA,Esteban Echeverría,6,14996,0.9029074419845292,22.889832103787644,15.263958458113926
Partidos del GBA,Esteban Echeverría,7,15235,0.815687561535937,17.735377430658858,11.641206058850578
Partidos del GBA,Esteban Echeverría,8,22029,0.5771936992146716,35.45741041348492,16.095787558892788
Partidos del GBA,Esteban Echeverría,9,20133,0.5314657527442508,29.558498978228847,14.681616737808
Partidos del GBA,Esteban Echeverría,10,8407,0.6162721541572499,51.51744301873933,61.27922328861583
Partidos del GBA,Ezeiza,1,28390,0.8610426206410708,54.86637202978885,19.32594999288089
Partidos del GBA,Ezeiza,2,37284,0.7235543396631263,66.55475147148,17.8507540691664
Partidos del GBA,Ezeiza,3,24852,0.928174794785128,90.5049012556656,36.41755241254853
Partidos del GBA,Ezeiza,4,19468,0.8701458804191494,56.94219742813414,29.24912545106541
Partidos del GBA,Ezeiza,5,18638,0.8838931215795687,72.00017517623289,38.63084836153712
Partidos del GBA,Ezeiza,6,6946,0.6834149150590267,24.50779368305958,35.28331944005123
Partidos del GBA,Ezeiza,7,12932,0.763300340241262,51.579708841142846,39.885330065838886
Partidos del GBA,Ezeiza,8,4454,0.8298158958239784,21.144373531910567,47.472773982735895
Partidos del GBA,Ezeiza,9,1531,0.8817766165904638,4.867139656887483,31.79059214165567
Partidos del GBA,Ezeiza,10,2239,0.7020991514068781,5.366184691998607,23.96688116122647
Partidos del GBA,Florencio Varela,1,147769,0.7086059999052575,276.32367586799654,18.699705341986245
Partidos del GBA,Florencio Varela,2,88257,0.7575603068311862,173.82760466513813,19.695616740330866
Partidos del GBA,Florencio Varela,3,65049,0.6336300327445464,96.3863078553058,14.817492637135976
Partidos del GBA,Florencio Varela,4,46926,0.633294975067127,87.09711839062203,18.560524739083245
Partidos del GBA,Florencio Varela,5,32322,0.5426025617226656,29.117113160141212,9.00845033108756
Partidos del GBA,Florencio Varela,6,25277,0.6736558927087867,55.853804813435424,22.096690593597113
Partidos del GBA,Florencio Varela,7,7123,0.6226309139407553,8.110132729694309,11.3858384524699
Partidos del GBA,Florencio Varela,8,6351,0.7239804755156668,12.075215119670885,19.013092614817957
Partidos del GBA,Florencio Varela,9,6931,0.8857307747799741,15.150588672761566,21.85916703615866
Partidos del GBA,General Rodríguez,1,14680,0.4502043596730245,12.456837557780526,8.485584167425426
Partidos del GBA,General Rodríguez,2,12088,0.32842488418266047,9.549573379871743,7.900044159390919
Partidos del GBA,General Rodríguez,3,9263,0.46561589117996327,5.911077487535988,6.381385606753739
Partidos del GBA,General Rodríguez,4,13430,0.6046165301563663,9.722347482973873,7.239275862229244
Partidos del GBA,General Rodríguez,5,7777,0.6843255754146843,8.38319253987391,10.779468355244838
Partidos del GBA,General Rodríguez,6,7653,0.5767672808049131,10.837645186091377,14.161303000250069
Partidos del GBA,General Rodríguez,7,4271,0.7183329431046593,5.99464085658323,14.035684515530859
Partidos del GBA,General Rodríguez,8,9272,0.7592752372735116,27.540990775990835,29.70339816219892
Partidos del GBA,General Rodríguez,9,1792,1,10.755310773190867,60.01847529682404
Partidos del GBA,General Rodríguez,NA,0,NaN,1.344599312417861,Inf
Partidos del GBA,General San Martín,1,17413,0.37299718601045195,6.802298777032585,3.9064485022871334
Partidos del GBA,General San Martín,2,36132,0.5818664895383594,23.75372070109773,6.574150531688733
Partidos del GBA,General San Martín,3,16435,0.5315485244904168,14.45191720941367,8.793378283792924
Partidos del GBA,General San Martín,4,26978,0.757209578174809,32.66734984974602,12.108884961726599
Partidos del GBA,General San Martín,5,49137,0.6588314304902619,46.85312272019314,9.535202132851648
Partidos del GBA,General San Martín,6,62599,0.6299461652742057,61.92800353013675,9.892810353222377
Partidos del GBA,General San Martín,7,78237,0.530235055025116,72.57882367991466,9.276790224563143
Partidos del GBA,General San Martín,8,65482,0.5261293179805138,240.38772893644907,36.710505014576384
Partidos del GBA,General San Martín,9,45833,0.7013505552767656,115.5829417464198,25.218279786708223
Partidos del GBA,General San Martín,10,15950,0.8178056426332289,37.885969190350096,23.752958740031406
Partidos del GBA,Hurlingham,1,5119,0.7868724360226607,15.689293152361538,30.649136847746703
Partidos del GBA,Hurlingham,2,12133,0.857743344597379,73.62236218144045,60.67943804618846
Partidos del GBA,Hurlingham,3,15942,0.8766152302095095,81.9914906686711,51.43111947602001
Partidos del GBA,Hurlingham,4,18523,0.8164984073854127,75.73439069128464,40.88667639760549
Partidos del GBA,Hurlingham,5,25184,0.8869520330368488,60.52036930729398,24.031277520367684
Partidos del GBA,Hurlingham,6,38982,0.7332358524447181,85.86074349578188,22.025740981935733
Partidos del GBA,Hurlingham,7,33927,0.8572523358976626,122.4304551079165,36.08643708784051
Partidos del GBA,Hurlingham,8,13806,0.8100101405186151,30.254865994271416,21.914287986579325
Partidos del GBA,Hurlingham,9,11517,0.5478857341321525,9.770027831925743,8.483136087458316
Partidos del GBA,Hurlingham,10,6108,1,9.794918727150373,16.03621271635621
Partidos del GBA,Ituzaingó,2,3391,1,7.198921534723066,21.229494351881645
Partidos del GBA,Ituzaingó,3,3732,0.5964630225080386,4.688532782203296,12.563056758315371
Partidos del GBA,Ituzaingó,4,16628,0.8612581188356988,61.24236937498378,36.83086924163085
Partidos del GBA,Ituzaingó,5,19806,0.8379783903867515,70.62298076159773,35.65736683913851
Partidos del GBA,Ituzaingó,6,30730,0.65750081353726,66.95118281009579,21.78691272700807
Partidos del GBA,Ituzaingó,7,28460,0.7340829234012649,55.219649613798246,19.402547299296643
Partidos del GBA,Ituzaingó,8,24454,0.4220986341702789,31.395632340374064,12.838649030986367
Partidos del GBA,Ituzaingó,9,26664,0.385951095109511,93.12581574329573,34.92567347108301
Partidos del GBA,Ituzaingó,10,13959,0.31391933519593096,11.319383991507696,8.10902213017243
Partidos del GBA,José C. Paz,1,63799,0.6465775325632063,55.19023662772706,8.650642898435251
Partidos del GBA,José C. Paz,2,62981,0.6740286753147775,47.948575322721844,7.613181010578086
Partidos del GBA,José C. Paz,3,24348,0.8101281419418432,39.69006313259994,16.30115949260717
Partidos del GBA,José C. Paz,4,46948,0.6947473800800886,62.304306300978304,13.270918101085947
Partidos del GBA,José C. Paz,5,24684,0.6787797763733593,48.84510211731826,19.78816323015648
Partidos del GBA,José C. Paz,6,25088,0.9756058673469388,108.52063234034705,43.255991844844964
Partidos del GBA,José C. Paz,7,7852,0.9563168619460011,37.90418999559183,48.2732934228118
Partidos del GBA,José C. Paz,8,6918,0.8503902862098872,71.01430521111708,102.65149640230857
Partidos del GBA,José C. Paz,9,2191,0.6691008671839342,17.49664590481329,79.85689595989633
Partidos del GBA,José C. Paz,10,1172,0,0,0
Partidos del GBA,La Matanza,1,228821,0.4660367711005546,96.1864760159941,4.203568554284533
Partidos del GBA,La Matanza,2,243455,0.4423199359224497,95.9066991487711,3.9394014971461297
Partidos del GBA,La Matanza,3,285994,0.4700168535004231,153.55865928385998,5.3692965336286775
Partidos del GBA,La Matanza,4,241472,0.6366907964484495,255.89798727204968,10.59741863537179
Partidos del GBA,La Matanza,5,215574,0.6151391169621568,282.05453965006313,13.083884867844134
Partidos del GBA,La Matanza,6,196265,0.6033882760553334,306.165433089399,15.599594073798132
Partidos del GBA,La Matanza,7,138330,0.6114002747054146,309.80703528874454,22.39622896614939
Partidos del GBA,La Matanza,8,110135,0.6722204567122169,303.72201080579566,27.57724708819137
Partidos del GBA,La Matanza,9,76148,0.7203472185743552,266.18954144669027,34.956865767543505
Partidos del GBA,La Matanza,10,35166,0.701529886822499,118.78079674789356,33.77717020641914
Partidos del GBA,Lanús,1,27359,0.5717314229321248,27.368724011973768,10.003554227849616
Partidos del GBA,Lanús,2,24282,0.6557120500782473,101.05561113793256,41.61749902723522
Partidos del GBA,Lanús,3,46748,0.6140369641481989,384.93610595527565,82.34279668761779
Partidos del GBA,Lanús,4,36270,0.6431486076647367,172.8582948357179,47.658752367167885
Partidos del GBA,Lanús,5,47452,0.5373851470960128,127.74071818544749,26.919986130289026
Partidos del GBA,Lanús,6,64276,0.740743045615782,173.5976876686425,27.008165982426178
Partidos del GBA,Lanús,7,81616,0.756983924720643,157.73789499110572,19.326834810711837
Partidos del GBA,Lanús,8,75796,0.7022929969919257,222.6161835757443,29.37043954506099
Partidos del GBA,Lanús,9,43216,0.5766382821177342,193.7536976606212,44.833787870376995
Partidos del GBA,Lanús,10,12248,0.2633082952318746,16.89562579723508,13.794599769133802
Partidos del GBA,Lomas de Zamora,1,92291,0.6114355679318677,115.55535291980677,12.52076073721238
Partidos del GBA,Lomas de Zamora,2,71423,0.6612155748148355,105.78094122941033,14.810486990102675
Partidos del GBA,Lomas de Zamora,3,69199,0.5822627494616974,80.57395239710281,11.643803002514895
Partidos del GBA,Lomas de Zamora,4,54465,0.7132470393830901,61.43561240635796,11.279833362041304
Partidos del GBA,Lomas de Zamora,5,67523,0.612917080106038,53.09154062253803,7.862734271661216
Partidos del GBA,Lomas de Zamora,6,35386,0.7481489854744814,74.67066517533681,21.101753567890356
Partidos del GBA,Lomas de Zamora,7,52450,0.6137273593898951,129.2377349640101,24.640178258152545
Partidos del GBA,Lomas de Zamora,8,52550,0.618325404376784,133.4853821879317,25.40159508809357
Partidos del GBA,Lomas de Zamora,9,63925,0.5369260852561596,195.38572933263865,30.56483837819924
Partidos del GBA,Lomas de Zamora,10,57067,0.48802285033381815,196.22136928676196,34.38438489613296
Partidos del GBA,Malvinas Argentinas,1,35689,0.7682479195270251,27.471472771579613,7.697462179265211
Partidos del GBA,Malvinas Argentinas,2,58140,0.6396112831097351,77.08739171847432,13.25892530417515
Partidos del GBA,Malvinas Argentinas,3,47483,0.5619906071646694,112.503110195689,23.69334502783923
Partidos del GBA,Malvinas Argentinas,4,45005,0.6199311187645817,294.523618201078,65.4424215534003
Partidos del GBA,Malvinas Argentinas,5,62385,0.6851807325478881,389.5177204644209,62.437720680359206
Partidos del GBA,Malvinas Argentinas,6,27922,0.6295752453262661,265.2820952770626,95.00827135486806
Partidos del GBA,Malvinas Argentinas,7,21578,0.7170266011678561,311.0319664454922,144.14309317151367
Partidos del GBA,Malvinas Argentinas,8,16256,0.47834645669291337,312.6054346341653,192.30157150231628
Partidos del GBA,Malvinas Argentinas,9,2198,0.2961783439490446,2.0574606826875823,9.360603651899828
Partidos del GBA,Malvinas Argentinas,10,5719,0.3164888966602553,67.20175954236493,117.50613663641357
Partidos del GBA,Marcos Paz,1,5352,0,0,0
Partidos del GBA,Marcos Paz,2,10544,0,0,0
Partidos del GBA,Marcos Paz,3,8179,0.13620246973957698,1.1480107088041958,1.4036076645117934
Partidos del GBA,Marcos Paz,4,3006,0,0,0
Partidos del GBA,Marcos Paz,5,7719,0.22554735069309495,6.545799905372598,8.48011388181448
Partidos del GBA,Marcos Paz,6,4188,0.332378223495702,6.5368424263983504,15.608506271247256
Partidos del GBA,Marcos Paz,7,3470,0.6804034582132564,11.934631622966752,34.39375107483214
Partidos del GBA,Marcos Paz,8,1607,1,11.925674143992506,74.21079118850346
Partidos del GBA,Marcos Paz,9,852,1,6.5368424263983504,76.72350265725763
Partidos del GBA,Marcos Paz,10,449,0,0,0
Partidos del GBA,Máximo Paz,1,3904,0.7138831967213115,8.168258949940839,20.922794441446822
Partidos del GBA,Máximo Paz,2,1009,1,1.8753731366545894,18.586453286963224
Partidos del GBA,Máximo Paz,4,1416,1,1.1797794574282132,8.33177582929529
Partidos del GBA,Máximo Paz,5,982,1,2.4772763288780117,25.226846526252665
Partidos del GBA,Merlo,1,93985,0.7034420386231846,152.68963441436682,16.24617060322039
Partidos del GBA,Merlo,2,113150,0.6279010163499779,130.36432575163187,11.521372138898087
Partidos del GBA,Merlo,3,103260,0.7275033895022274,201.31752197771922,19.496176833015614
Partidos del GBA,Merlo,4,69870,0.7185201087734364,190.971920384436,27.33246320086389
Partidos del GBA,Merlo,5,32902,0.7386481064980852,166.35247131134955,50.55998763338081
Partidos del GBA,Merlo,6,41110,0.9007783994162004,239.17716555999476,58.179801887617316
Partidos del GBA,Merlo,7,23631,0.8556980237823198,111.87408438354277,47.34208640495229
Partidos del GBA,Merlo,8,15808,0.582995951417004,72.64538031962158,45.954820546319326
Partidos del GBA,Merlo,9,19983,0.8235500175148877,69.17945446288611,34.6191535119282
Partidos del GBA,Merlo,10,1752,0.4389269406392694,1.1428175017620437,6.522930946130386
Partidos del GBA,Moreno,1,114653,0.6244843135373693,151.3934901353997,13.204494442831823
Partidos del GBA,Moreno,2,104075,0.6930194571222676,89.42617614113607,8.592474286921554
Partidos del GBA,Moreno,3,72894,0.6489697368782067,341.4820666860442,46.84638882295445
Partidos del GBA,Moreno,4,53682,0.5568533214112737,47.476493107174754,8.844024646468975
Partidos del GBA,Moreno,5,37594,0.612624354950258,28.778640738717257,7.655115374452641
Partidos del GBA,Moreno,6,22728,0.45688137979584653,13.13405790633735,5.778800557170604
Partidos del GBA,Moreno,7,13588,0.7286576390933176,284.6932283630558,209.51812508320268
Partidos del GBA,Moreno,8,16218,0.6605006782587248,37.0034410757373,22.81627887269534
Partidos del GBA,Moreno,9,8630,0.6734646581691773,18.168945474897107,21.053239252487955
Partidos del GBA,Moreno,10,8443,0.06751154802795215,3.1801681865776192,3.7666329344754463
Partidos del GBA,Morón,1,6550,1,9.431548824502888,14.399311182447159
Partidos del GBA,Morón,2,8471,1,25.43073791490649,30.020939576090772
Partidos del GBA,Morón,3,17209,1,23.524087533721183,13.669642357906433
Partidos del GBA,Morón,4,20993,0.8937264802553232,265.60719517495994,126.52179068020766
Partidos del GBA,Morón,5,25954,0.9441704554211297,436.0187347027136,167.99673834580932
Partidos del GBA,Morón,6,31174,0.890325271059216,345.8165140656708,110.93106886048335
Partidos del GBA,Morón,7,44341,0.7292798989648407,129.58643463838433,29.224968908771643
Partidos del GBA,Morón,8,57179,0.7700554399342416,379.82323082935665,66.42705028583163
Partidos del GBA,Morón,9,57954,0.7306829554474238,94.44167220441263,16.295971322844434
Partidos del GBA,Morón,10,51284,0.9042781374307777,102.95149608857469,20.07477889567403
Partidos del GBA,Pilar,1,31588,0.35608458908446244,13.502707373356568,4.274631940406663
Partidos del GBA,Pilar,2,35233,0.6736582181477592,21.524064645347547,6.109063845073524
Partidos del GBA,Pilar,3,38031,0.7095264389576924,28.971627914916404,7.617898008181852
Partidos del GBA,Pilar,4,48555,0.46518381217176397,21.653961852473138,4.459677036859878
Partidos del GBA,Pilar,5,34941,0.5789187487478893,21.15639881272429,6.054892193332845
Partidos del GBA,Pilar,6,22768,0.5913562895291637,30.52845594521062,13.408492597158565
Partidos del GBA,Pilar,7,12433,0.43939515804713264,8.567910681348236,6.89126572938811
Partidos del GBA,Pilar,8,12485,0.3648378053664397,9.80620574161054,7.854389861121779
Partidos del GBA,Pilar,9,17444,0.38718183902774594,13.206440893683304,7.5707640986489935
Partidos del GBA,Pilar,10,37379,0.2533508119532358,26.375195421222227,7.056153300308255
Partidos del GBA,Presidente Perón,1,30361,0.7794209676888113,81.17512948703822,26.73664552782788
Partidos del GBA,Presidente Perón,2,20530,0.8785192401363858,52.735805903460275,25.687192354340123
Partidos del GBA,Presidente Perón,3,10617,1,24.75958982945481,23.320702486064622
Partidos del GBA,Presidente Perón,4,8366,1,63.61600562665118,76.04112553986515
Partidos del GBA,Presidente Perón,5,4280,1,10.277229074034354,24.01221746269709
Partidos del GBA,Presidente Perón,7,3555,0.940365682137834,35.93905057533704,101.0943757393447
Partidos del GBA,Presidente Perón,8,1130,1,9.30369954752819,82.33362431440875
Partidos del GBA,Presidente Perón,9,388,0,0,0
Partidos del GBA,Presidente Perón,10,751,0,0,0
Partidos del GBA,Quilmes,1,92454,0.39627274103878685,123.73927875205634,13.383875089455982
Partidos del GBA,Quilmes,2,64775,0.4814511771516789,64.1940036938876,9.910305471846792
Partidos del GBA,Quilmes,3,44199,0.5908504717301296,110.23720676185594,24.941108794736518
Partidos del GBA,Quilmes,4,79733,0.6900028846274441,254.4797272943798,31.916487187786718
Partidos del GBA,Quilmes,5,56532,0.619454468265761,209.3899926741454,37.039197741835665
Partidos del GBA,Quilmes,6,57144,0.5868507629847403,208.77783437954852,36.53539030861482
Partidos del GBA,Quilmes,7,47350,0.5764097148891235,193.78669569993244,40.92644048573018
